review,studyid,country,yearsofstudy,studydesign,studysize,studyquality,studypopulation,eligiblitycriteria,exposure,comparatorgroup,casedefinition,casedefinitiontype,outcomeassessment,methodoffollowuporrecall,durationoffollowuporrecall,incidenceorprevalence,exposureanalysis,healthoutcomecategory,outcomereportedbypaper,exposuredefinition,numberexposed,numberofunexposed,percentageexposedcases,percentageunexposedcases,numberofexposedcases,numberofunexposedcaes,numberofexposednoncases,numberofunexposednoncases,or,lor,uor,cor,corlower95ci,corupper95ci,aor,aorlower95ci,aorupper95ci,OR_source,symptom,region,rct,logOR,logOR_L,logOR_U,logORse,query
original,Kay 1994,UK,1989 - 1992,Randomised exposure trial,1216,Good,Beachgoers adults  ,"Aged 18 or over. Healthy (without serious heart conditions, life-threatening illness, or fear of water). Not pregnant. For analysis, people were excluded if they reported a history of illnesses pre-disposing to gastroenteritis , people experiencing gastrointestinal symptoms on the exposure day, and people where time and place they entered water was missing. ",bathers,non-bathers,"all reported cases of diarrhoea, indigestion, vomiting or nausea",Multi-symptom,self-reported,Face to face interview with trained interviewer or medical expert and postal questionnaire,either first of second post-exposure interview,Incidence,both,Enteric,Gastro (subjective),Minimum 10 minutes in water and immersed head 3 times,507,605,,,113,89,394,516,1.662806988,1.209136963,2.289572001,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,Yes,0.508507133,0.18990685,0.828364909,0.162871957,
original,Kay 1994,UK,1989 - 1992,Randomised exposure trial,1216,Good,Beachgoers adults  ,"Aged 18 or over. Healthy (without serious heart conditions, life-threatening illness, or fear of water). Not pregnant. For analysis, people were excluded if they reported a history of illnesses pre-disposing to gastroenteritis , people experiencing gastrointestinal symptoms on the exposure day, and people where time and place they entered water was missing. ",bathers,non-bathers,3 or more runny stools within a 24h period,Single,self-reported and medical examinations,Face-to-face interview with trained interviewers and medical examinations,7 days,Incidence,both,Enteric,Diarrhoea,Minimum 10 minutes in water and immersed head 3 times,249,287,,,13,9,236,278,3.200000048,1.340000033,8.449999809,,,,,,,,Diarrhoea,Europe,Yes,1.163150787,0.292669624,2.134166479,0.469769597,
original,Kay 1994,UK,1989 - 1992,Randomised exposure trial,1216,Good,Beachgoers adults  ,"Aged 18 or over. Healthy (without serious heart conditions, life-threatening illness, or fear of water). Not pregnant. For analysis, people were excluded if they reported a history of illnesses pre-disposing to gastroenteritis , people experiencing gastrointestinal symptoms on the exposure day, and people where time and place they entered water was missing. ",bathers,non-bathers,,Can't tell,self-reported and medical examinations,Face-to-face interview with trained interviewers and medical examinations,,Incidence,both,Enteric,,Minimum 10 minutes in water and immersed head 3 times,,,,,,,,,2.160000086,1.200000048,3.900000095,,,,,,,,Gastrointestinal infection (case definition not reported),Europe,Yes,0.770108283,0.182321593,1.360976577,0.300677299,
original,Kay 1994,UK,1989 - 1992,Randomised exposure trial,1216,Good,Beachgoers adults  ,"Aged 18 or over. Healthy (without serious heart conditions, life-threatening illness, or fear of water). Not pregnant. For analysis, people were excluded if they reported a history of illnesses pre-disposing to gastroenteritis , people experiencing gastrointestinal symptoms on the exposure day, and people where time and place they entered water was missing. ",bathers,No water contact (non-bathers),any clinical evidence of ear infection or inflammation or any reported incidence of ear pain with or without accompanying discharge,Multi-symptom,Self-repored in follow up interview,Face-to-face interview; postal questionnaire,3 -7 days; 21-28 days,Incidence,both,Ear,Ear ailments,Minimum 10 minutes in water and immersed head 3 times,525,636,,,43,18,482,618,3.062932014,1.702725053,5.7108531,,,,,,,,Ear infection (sensitive case definition),Europe,Yes,1.119372606,0.53222996,1.74236846,0.308708787,
original,Kocasoy 1995,Turkey,1985 - 1988,Prospective cohort,3661,Good,"Locals and foreign tourists, adults and children","tourists (either local or foregin), Complete questionnaire between 1 week to 15 days after swimming in any of the beaches, had not swum at any other beaches 1 week to 15 days before coming to the site, had not swum 1 week to 15 days after contact with seawater of study beach, had not bathed at any other place, had not used antibiotics a few days before replying to the questionnaire, had not suffered from any disease",bathing and recreational sea activities,Beach-going nonbathers,"vomiting, nausea, stomach ache, diarrhoea",Multi-symptom,self-reported symptoms,Questionnaire,7 - 15 days,Incidence,any,Enteric,Gastrointestinal illness,In contact with water,3240,167,,,250,5,2990,162,2.709029913,1.121552944,8.532585144,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,0.996590614,0.11471428,2.143892288,0.517647445,
original,Kocasoy 1995,Turkey,1985 - 1988,Prospective cohort,3661,Good,"Locals and foreign tourists, adults and children","tourists (either local or foregin), Complete questionnaire between 1 week to 15 days after swimming in any of the beaches, had not swum at any other beaches 1 week to 15 days before coming to the site, had not swum 1 week to 15 days after contact with seawater of study beach, had not bathed at any other place, had not used antibiotics a few days before replying to the questionnaire, had not suffered from any disease",,beach goinng non-bathers and non-beach goers,,Multi-symptom,self-reported symptoms,Questionnaire,7 - 15 days,Incidence,any,Any,Any illness,In contact with water,3496,165,,,244,7,3252,158,1.693550944,0.790593326,4.328398228,,,,,,,,Any symptom of infection,Europe,No,0.526827455,-0.234971568,1.465197563,0.433716625,
original,McBride 1998,Newzealand,1995,Prospective cohort,3884,Poor,Beachgoers >5 years,"Not visited another beach either 3 days prior to the intiial interview, nor in the folloow up period. Children under the age of 5 were exlcuded. People reporting pre-exisint symptoms were excluded. People who had already taken part in the survey were excluded",swimming,no water contact,"One or more of vomiting, loose bowel+fever, loose bowel+disability, nausea+fever, indigestion+fever, loose bowel, nausea, indigestion, loss of appetite+tiredness+dizziness, loss of appetite+tiredness+aching arms, loss of appetite+tiredness+blurred vision, loss of appetite+headache+dizziness",Multi-symptom,self-reported symptoms,Interview by telephone or postal questionnaire ,3-5 days,Incidence,head,Enteric,ANYGI,water contact with head immersion,1200,2307,,,71,40,1129,2267,1.210000038,0.699999988,2.049999952,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Oceania,No,0.190620393,-0.356674969,0.717839777,0.274110913,
original,McBride 1998,Newzealand,1995,Prospective cohort,3884,Poor,Beachgoers >5 years,"Not visited another beach either 3 days prior to the intiial interview, nor in the folloow up period. Children under the age of 5 were exlcuded. People reporting pre-exisint symptoms were excluded. People who had already taken part in the survey were excluded",water contact,no water contact,"One or more of vomiting, loose bowel+fever, loose bowel+disability, nausea+fever, indigestion+fever, loose bowel, nausea, indigestion, loss of appetite+tiredness+dizziness, loss of appetite+tiredness+aching arms, loss of appetite+tiredness+blurred vision, loss of appetite+headache+dizziness",Multi-symptom,self-reported symptoms,Interview by telephone or postal questionnaire ,3-5 days,Incidence,any,Enteric,ANYGI,paddling and swimming,1577,2307,,,81,81,1496,2226,1.487967968,1.072002053,2.064933062,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Oceania,No,0.397411406,0.069527976,0.725097835,0.167237207,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,Not reported,Can't tell,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,head,Ear,Ear infection,head,5189,2562,,,102,25,5087,2537,1.75,1.159999967,2.730000019,,,,,,,,Ear infection (case definition not reported),North America,No,0.559615791,0.148419976,1.004301667,0.218337163,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,Not reported,Single,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,both,Enteric,Cramping,Getting the head wet at least once,262,148,,,8,2,254,146,2.299212933,0.449727386,22.46722984,,,,,,,,Stomach ache,North America,No,0.832566857,-0.799113691,3.112057686,0.997747779,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",,beach-going nonswimmers,"Any of vomiting, diarrhoea with fever, diarrhoea disabling enough for the individual to stay at home or seek medical advice, stomach ache or nausea with fever, respiratory illness, eye illness, ear illness, nose illness, skin illness, cramping, nausea, vomiting, diarrhoea, cough, sore throat, runny nose, cold, fever, ear ache or ear infection, red or itchy eyes, skin rash",Multi-symptom,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,any,Any,Any,,8885,2562,,,923,144,7962,2418,1.946585059,1.617462993,2.343852043,,,,,,,,Any symptom of infection,North America,No,0.666076601,0.480858862,0.851795733,0.094626755,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,Not reported,Single,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,both,Enteric,Vomiting,Getting the head wet at least once,262,148,,,4,1,258,147,2.279069901,0.222438306,112.9729004,,,,,,,,Vomiting,North America,No,0.823767424,-1.503105521,4.727148056,1.589350462,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",,beach-going nonswimmers,"Any of vomiting, diarrhoea with fever, diarrhoea disabling enough for the individual to stay at home or seek medical advice, stomach ache or nausea with fever, respiratory illness, eye illness, ear illness, nose illness, skin illness, cramping, nausea, vomiting, diarrhoea, cough, sore throat, runny nose, cold, fever, ear ache or ear infection, red or itchy eyes, skin rash",Multi-symptom,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,head,Any,Any,,5189,2562,,,622,144,4567,2418,2.286931992,1.887506962,2.772177935,,,,,,,,Any symptom of infection,North America,No,0.827211201,0.635256886,1.019633293,0.098055206,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,"Any one of 1)vomiting 2)diarrhoea+fever, 3)diarrhoea+disability, 4)stomach ache + fever 5) nausea+fever",Multi-symptom,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,head,Enteric,HCGI,Getting the head wet at least once,5189,2562,,,108,22,5081,2540,2.454061985,1.53647995,4.086340904,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.897744596,0.429494053,1.407649875,0.249529541,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Wading,beach-going nonswimmers,Not reported,Can't tell,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,any,Ear,Ear infection,any,3696,2562,,,33,25,3663,2537,0.886288226,0.507688224,1.563967943,,,,,,,,Ear infection (case definition not reported),North America,No,-0.12071307,-0.677887738,0.447226137,0.287018836,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,Not reported,Single,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,both,Enteric,Diarrhoea,Getting the head wet at least once,262,148,,,8,5,254,143,0.900787413,0.2543208,3.568873882,,,,,,,,Diarrhoea,North America,No,-0.104485996,-1.369158864,1.272250056,0.673828781,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Wading,beach-going nonswimmers,"Any one of 1)vomiting 2)diarrhoea+fever, 3)diarrhoea+disability, 4)stomach ache + fever 5) nausea+fever",Multi-symptom,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,any,Enteric,HCGI,Going in the water but not getting head wet,3696,2562,,,45,22,3651,2540,1.423022032,0.834071696,2.494276047,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.352782816,-0.181435913,0.913998544,0.279447556,
original,NJSDH 1988,US,1987-1988,Prospective cohort,11447,Moderate,Beachgoing (and non-beach going) households with children <10 yo ,"no pre-existing infectious illnesses among household members, no aniticiopated swimming in the near future, no known swimming exposures",Swimming,beach-going nonswimmers,Not reported,Single,self-reported symptoms,Telephone interview,3 - 5 days,Incidence,both,Enteric,Nausea,Getting the head wet at least once,262,148,,,3,5,259,143,0.330000013,0.050000001,1.74000001,,,,,,,,Nausea,North America,No,-1.108662605,-2.995732307,0.553885102,0.905514657,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,Non-bathers (including non-beachgoing nonbathers),Ear pain,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,head,Ear,Ear pain,head immersion,,,,,,,,,0.889999986,0.479999989,1.669999957,,,,,,,,Earache (single symptom case definition),Europe,No,-0.116533831,-0.733969212,0.512823582,0.318059385,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,Non-bathers (including non-beachgoing nonbathers),"Any of ear pain, sense of fullness in ear, otorrhoea, ear itching",Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,head,Ear,Ear,head immersion,,,,,,,,,0.850000024,0.50999999,1.429999948,,,,,,,,Ear infection (sensitive case definition),Europe,No,-0.162518904,-0.673344553,0.35767442,0.263015032,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,Non-bathers (including non-beachgoing nonbathers),"Any of nausea or vomiting, abdominal pain, diarrhoea up to two episodes within 24 h and fever",Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,head,Enteric,Gastro (A),head immersion,,,,,,,,,0.99000001,0.569999993,1.710000038,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,-0.010050327,-0.562118948,0.536493421,0.280258268,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),ear discharge,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Ear discharge,any,,,,,,,,,6.508939266,0.393723041,107.6042938,,,,,,,,Ear discharge (single symptom case definition),Europe,No,1.873176455,-0.932107568,4.678460598,1.431267381,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),"2 or more of nausea or vomiting, abdominal pain, diarrhoea up to 2 episodes within 24 h and fever",combination,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Gastro (B),Swam for at least 10 minutes (including body immersion but not necessarily head immersion),3778,570,,,74,3,3704,567,3.160000086,0.949999988,10.52000046,,,,3.160000086,0.949999988,10.52000046,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,1.150572062,-0.051293306,2.35327816,0.613411069,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),"any of nausea or vomiting, abdominal pain, diarrhoea up to 2 episodes within 24 h and fever",Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Gastro (A),Swam for at least 10 minutes (including body immersion but not necessarily head immersion),3796,571,,,114,4,3682,567,3.599999905,1.279999971,10.13000011,,,,3.599999905,1.279999971,10.13000011,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,1.280933857,0.246860057,2.315501213,0.52771461,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),ear ache,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Earache,any,3796,571,,,93,1,3703,570,2.890000105,1.549999952,5.389999866,,,,2.890000105,1.549999952,5.389999866,,Earache (single symptom case definition),Europe,No,1.061256528,0.438254893,1.684545398,0.317931265,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),Dysphagia (odynophagia),Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Dysphagia (odynophagia),Swam for at least 10 minutes (including body immersion but not necessarily head immersion),3796,571,,,41,2,3755,569,2.450000048,0.600000024,10.02000046,,,,2.450000048,0.600000024,10.02000046,,Dysphagia,Europe,No,0.896088064,-0.510825574,2.304583073,0.718216479,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,Non-bathers (including non-beachgoing nonbathers),"Two or more of nausea or vomiting, abdominal pain, diarrhoea up to two episodes within 24 h and fever",combination,Self-repored in follow up interview,Telephone interview,10 days,Incidence,head,Enteric,Gastro (B),head immersion,,,,,,,,,1.350000024,0.639999986,2.859999895,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,0.300104618,-0.446287125,1.050821543,0.38191548,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),fullness in ear,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Fullness in ear,any,3796,571,,,35,0,3761,571,,1.382586002,,,,,,,,,Fullness in ear (single symptom case definition),Europe,No,,0.323955655,,,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,Non-bathers (including non-beachgoing nonbathers),,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,head,Enteric,diarrhoea,,,,,,,,,,0.980000019,0.370000005,2.589999914,,,,,,,,Diarrhoea,Europe,No,-0.020202687,-0.994252264,0.951657832,0.496405631,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),Nausea or vomiting,Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Nausea or vomiting,head immersion,3796,571,,,40,0,3756,571,,1.582363009,,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,,0.458919317,,,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),Not reported,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Abdominal pain,Swam for at least 10 minutes (including body immersion but not necessarily head immersion),3796,571,,,74,3,3722,568,3.160000086,0.949999988,10.51000023,,,,3.160000086,0.949999988,10.51000023,,Stomach ache,Europe,No,1.150572062,-0.051293306,2.352327108,0.613168478,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),more than 2 times,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Enteric,Diarrhoea,Swam for at least 10 minutes (including body immersion but not necessarily head immersion),3796,571,,,39,4,3757,567,1.059999943,0.349999994,3.210000038,,,,1.059999943,0.349999994,3.210000038,,Diarrhoea,Europe,No,0.058268853,-1.049822092,1.166270971,0.56532985,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),"any of ear pain, sense of fullness in ear, otorrhea, ear itching",Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Ear,any,3796,571,,,129,1,3667,570,17.20999908,2.420000076,122.3399963,,,,17.20999908,2.420000076,122.3399963,,Ear infection (sensitive case definition),Europe,No,2.845490456,0.883767545,4.80680418,1.000774622,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),"at least 2 of ear pain, sense of fullness in ear, otorrhea, ear itching",combination,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Ear,any,3694,570,,,27,0,3667,570,,1.091753006,,,,,,,,,Ear infection (specific case definition),Europe,No,,0.08778467,,,
original,Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Non-bathers (including non-beachgoing nonbathers),itchy ears,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,any,Ear,Ear itching,any,3796,571,,,16,0,3780,571,,0.628483295,,,,,,,,,Itchy ears (single symptom case definition),Europe,No,,-0.464445829,,,
original,Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,non-swimmers,Not reported,Can't tell,self-reported symptoms,telephone or beach interview,7 days,Incidence,any,Enteric,gastro,People who get into the water including those who had head immersion and those without,1591,214,,,37,1,1554,213,5.071428776,0.845573425,206.5704041,,,,,,,,Gastrointestinal infection (case definition not reported),Europe,No,1.623622537,-0.16774027,5.33064127,1.40264833,
original,Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,non-swimmers,"Nausea, vomiting, diarrhoea, abdominal pain, fever, skin irritation, itching, otitis, conjunctivitis, cold, sore throat, gastrointestinal, skin disease, ear disease, eye disease, upper respiratory disease",Multi-symptom,self-reported symptoms,telephone or beach interview,7 days,Incidence,head,Any,Any,head immersion,1261,214,,,93,13,1168,201,0.959999979,0.50999999,1.799999952,,,,,,,,Any symptom of infection,Europe,No,-0.040822018,-0.673344553,0.587786615,0.321717143,
original,Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,non-swimmers,Not reported,Can't tell,self-reported symptoms,telephone or beach interview,7 days,Incidence,any,Ear,Ear,any,1591,214,,,8,2,1583,212,0.535691679,0.105981298,5.212582111,,,,,,,,Ear infection (case definition not reported),Europe,No,-0.624196529,-2.244492531,1.651075363,0.993767321,
original,Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,non-swimmers,"Nausea, vomiting, diarrhoea, abdominal pain, fever, skin irritation, itching, otitis, conjunctivitis, cold, sore throat, gastrointestinal, skin disease, ear disease, eye disease, upper respiratory disease",Multi-symptom,self-reported symptoms,telephone or beach interview,7 days,Incidence,any,Any,Any,an,1591,214,,,123,13,1468,201,1.149999976,0.720000029,1.840000033,,,,,,,,Any symptom of infection,Europe,No,0.139761925,-0.328504026,0.609765589,0.239354491,
original,Roy 2004,US,1999-2001,Case-control,772,Poor,Community,Adults and children,swimming,non-bathers,,,Lab-diagnosed,Self-reported by telephone,14 days,Incidence,any,Specific,Cryptosporidium infection,,,,,,,,,,2.5,0.699999988,8.199999809,,,,,,,,Cryptosporidium infection,North America,No,0.91629076,-0.356674969,2.104134083,0.62775743,
original,Soraas 2013,Norway,2009-2011,Case control,290,Moderate,Community,adults only (aged >=18),swimming ,non-bathers,,,Lab-diagnosed,self reported in face to face interview or by telephone,1 year,Incidence,any,Specific,CA-UTI caused by ESBL-producing E. coli or K. pneumoniae,,,,,,,,,,1.99000001,1.169999957,3.430000067,,,,,,,,CA-UTI caused by ESBL-producing E. coli or K. pneumoniae,Europe,No,0.68813467,0.157003716,1.232560277,0.274376661,
original,UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,Non-swimmers at polluted beach,nausea+diarrhoea,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,any,Enteric,nausea+diarrhoea,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",1381,66,,,1,0,1380,66,,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,,
original,UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,Non-swimmers at polluted beach,vomiting+diarrhoea,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,any,Enteric,vomiting+diarrhoea,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",1381,66,,,1,0,1380,66,,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,,
original,UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,Non-swimmers at polluted beach,Not reported,Single,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,any,Enteric,Diarrhoea,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",,,,,,,,,1.019999981,0.059999999,17.60000038,,,,,,,,Diarrhoea,Europe,No,0.019802609,-2.813410759,2.867898941,1.449313641,
original,UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,Non-swimmers at polluted beach,nausea+diarrhoea+fever,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,any,Enteric,GI,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",,,,,,,,,0.02,0,0.389999986,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,-3.912023067,,-0.941608548,,
original,UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,Non-swimmers at polluted beach,"Respiratory, enteric, skin, otitis, conjunctivitis",Multi-symptom,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,any,Any,Any,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",1945,2318,,,176,54,1769,2264,4.171261787,3.036245108,5.804135799,,,,,,,,Any symptom of infection,Europe,No,1.428218603,1.110621572,1.75857079,0.165293172,
